timestamp_sec,timestamp_nanosec,orient_x,orient_y,orient_z,orient_w,ang_vel_x,ang_vel_y,ang_vel_z,lin_accel_x,lin_accel_y,lin_accel_z,mag_x,mag_y,mag_z,temperature_celsius,wifi_ssid,wifi_signal_strength
1762542623,689100921,0.02044624900976611,-0.011718447193656995,0.1340297397774519,0.9906970564970852,0.043333333333333335,-0.0033333333333333335,-0.06111111111111111,-1.18,0.14,1.75,-1.6375e-05,3.25e-06,-3.225e-05,,TP-Link_C53A,-29
1762542623,788109050,0.020081007925464637,-0.011413825173440386,0.13055706976464698,0.9911716951417028,0.0,0.016666666666666666,-0.09555555555555556,1.94,0.26,-0.05,-1.7875e-05,2.1875e-06,-3.35e-05,,TP-Link_C53A,-29
1762542623,890420069,0.020079977709397356,-0.011169106142309168,0.12334843450058376,0.9920973789247842,-0.035555555555555556,0.0077777777777777776,-0.2,-1.13,0.1,-1.45,-1.6875e-05,2.25e-06,-3.3875e-05,,TP-Link_C53A,-29
1762542623,988424087,0.020446511933921177,-0.011840666612479726,0.11547701665366826,0.9930291019847688,0.013333333333333334,-0.0077777777777777776,0.008888888888888889,-1.19,0.21,1.1,-1.60625e-05,1.0625e-06,-3.30625e-05,,TP-Link_C53A,-29
1762542624,87731624,0.020000855795556393,-0.011585861588889374,0.12317600215556072,0.9921156213222638,0.012222222222222223,0.012222222222222223,0.10555555555555556,2.12,-0.16,-0.67,-1.60625e-05,3.75e-07,-3.51875e-05,,TP-Link_C53A,-29
1762542624,180857421,0.019653568477149802,-0.011047502777528305,0.11755519530121279,0.9928103877308033,-0.012222222222222223,-0.043333333333333335,0.04,0.02,-0.14,0.7,-1.6875e-05,0.0,-3.525e-05,,TP-Link_C53A,-29
1762542624,288948476,0.009338527712653496,-0.005499991781685494,-0.8846679489260059,0.46609565770731604,-0.024444444444444446,-0.027777777777777776,-0.042222222222222223,-1.9,0.47,-0.31,-1.775e-05,1.6875e-06,-3.35e-05,,TP-Link_C53A,-29
1762542624,387572587,0.019713770678536573,-0.011230135618732909,0.11632955700709198,0.9929515020715527,0.012222222222222223,0.03333333333333333,0.10888888888888888,2.73,0.18,-0.18,-1.7e-05,1.875e-07,-3.475e-05,,TP-Link_C53A,-29
1762542624,487199976,0.019531222533317946,-0.010925277604574726,0.11614973900282514,0.9929795606079677,0.0,-0.014444444444444444,-0.14222222222222222,-1.99,0.22,-0.13,-1.6e-05,1e-06,-3.3875e-05,,TP-Link_C53A,-29
1762542624,586598643,0.019653352197415475,-0.01196291003320942,0.11389178633657539,0.9932267090327392,-0.03333333333333333,-0.06,-0.09666666666666666,-0.18,-0.14,-0.07,-1.70625e-05,1.6875e-06,-3.3875e-05,,TP-Link_C53A,-28
1762542624,686907087,0.01965326972159781,-0.01092526484523605,0.11456269337714003,0.9931615059311788,-0.0011111111111111111,0.0011111111111111111,0.06444444444444444,2.42,0.43,0.92,-1.675e-05,5.625e-07,-3.525e-05,,TP-Link_C53A,-29
1762542624,787011624,0.019531310427108414,-0.010803256079994342,0.11077915132875554,0.9935943826340559,0.012222222222222223,-0.028888888888888888,-0.15,-2.3,-0.83,-0.67,-1.675e-05,1.875e-07,-3.3875e-05,,TP-Link_C53A,-28
1762542624,885341513,0.01928752177176884,-0.011230708879764136,0.10840075527424514,0.993856699397823,0.0077777777777777776,0.022222222222222223,-0.1288888888888889,1.17,0.08,0.11,-1.6e-05,1.375e-06,-3.4375e-05,,TP-Link_C53A,-28
1762542624,985508735,0.01922646016933203,-0.010315148471800357,0.10907201372252805,0.9937943634192511,0.021111111111111112,0.0,0.06666666666666667,1.94,0.94,1.24,-1.675e-05,1.875e-07,-3.30625e-05,,TP-Link_C53A,-28
1762542625,85893439,0.019225884027471732,-0.010558977576992411,0.10876357249826865,0.993825617839118,0.012222222222222223,-0.03111111111111111,-0.05333333333333334,-1.93,-0.01,0.17,-1.60625e-05,1.875e-07,-3.475e-05,,TP-Link_C53A,-28
1762542625,186243457,0.019042581993703758,-0.01086403716307458,0.10717555763123013,0.9939983665046777,-0.014444444444444444,0.023333333333333334,-0.024444444444444446,2.83,-0.51,0.35,-1.60625e-05,1.875e-07,-3.30625e-05,,TP-Link_C53A,-28
1762542625,285691642,0.018921045613649837,-0.010131914747954428,0.10925377951107486,0.9937821441336988,-0.035555555555555556,0.03888888888888889,0.07555555555555556,-0.74,1.25,0.75,-1.6875e-05,-6.25e-08,-3.225e-05,,TP-Link_C53A,-28
1762542625,385106309,0.019287141923169285,-0.010620135109593212,0.10638445687368374,0.994081267413475,0.01,-0.02666666666666667,0.023333333333333334,-2.05,1.19,1.24,-1.71875e-05,1e-06,-3.35e-05,,TP-Link_C53A,-28
1762542625,485034605,0.01910427623627356,-0.010498196526003362,0.10516507333897554,0.9942158326283068,0.006666666666666667,0.03111111111111111,0.07555555555555556,3.3,0.18,-0.46,-1.5375e-05,1.875e-07,-3.175e-05,,TP-Link_C53A,-28
1762542625,584671123,0.018921345122081695,-0.009521709158208852,0.10748544761285762,0.993980984880969,-0.0011111111111111111,0.016666666666666666,-0.042222222222222223,-1.2,0.02,0.13,-1.65e-05,1.875e-07,-3.26875e-05,,TP-Link_C53A,-27
1762542625,684987216,0.01898197481968752,-0.011108422563289803,0.10290549693245389,0.9944479605696744,-0.025555555555555557,-0.04666666666666667,-0.016666666666666666,-1.05,0.29,-0.12,-1.71875e-05,1.875e-07,-3.30625e-05,,TP-Link_C53A,-28
1762542625,784550938,0.018798508336178344,-0.010070629465809826,0.10497868291632062,0.9942457818063156,0.0,0.03222222222222222,0.11444444444444445,2.15,-0.17,-0.12,-1.65e-05,-6.25e-08,-3.30625e-05,,TP-Link_C53A,-28
1762542625,883185957,0.018798301653367093,-0.009887418402095678,0.10509959560746147,0.9942348504329543,-0.016666666666666666,-0.015555555555555555,-0.08333333333333333,-2.2,0.08,0.06,-1.61875e-05,1.375e-06,-3.4375e-05,,TP-Link_C53A,-28
1762542625,982768179,0.018859954090972797,-0.010681203773204659,0.10235644987236693,0.9945116244605526,-0.011111111111111112,0.005555555555555556,-0.10888888888888888,0.58,-0.84,-0.12,-1.65625e-05,-5e-07,-3.4375e-05,,TP-Link_C53A,-28
1762542626,83659938,0.018860301674231847,-0.00976585199960225,0.1046166895457391,0.9942858067095041,0.02,0.017777777777777778,0.034444444444444444,2.15,0.75,1.05,-1.65625e-05,-8.75e-07,-3.4375e-05,,TP-Link_C53A,-28
1762542626,182950419,0.01892027875644433,-0.010131504108289545,0.10509909683418431,0.9942301320725101,0.0044444444444444444,-0.027777777777777776,-0.052222222222222225,-2.2,0.14,0.16,-1.725e-05,-6.25e-08,-3.4375e-05,,TP-Link_C53A,-28
1762542626,282496216,0.018677190279290806,-0.010864509378149555,0.1027855831056396,0.9944688275179252,-0.025555555555555557,0.0022222222222222222,-0.03666666666666667,1.59,-0.46,-0.23,-1.61875e-05,-6.25e-08,-3.35e-05,,TP-Link_C53A,-28
1762542626,383070475,0.018798301653367093,-0.009887418402095678,0.10509959560746147,0.9942348504329543,-0.005555555555555556,0.05,0.044444444444444446,0.54,0.19,-0.18,-1.725e-05,1.875e-07,-3.3875e-05,,TP-Link_C53A,-28
1762542626,484749549,0.01886020948937251,-0.01025409447965884,0.10461617820318603,0.9942809468669197,0.014444444444444444,-0.042222222222222223,0.022222222222222223,-2.43,-0.45,-0.27,-1.7e-05,-5e-07,-3.25625e-05,,TP-Link_C53A,-28
1762542626,582267901,0.018554576146109118,-0.010375914292232072,0.10430845603190948,0.994317763145604,0.0,0.01888888888888889,0.07333333333333333,2.43,0.07,-0.22,-1.575e-05,-8.75e-07,-3.475e-05,,TP-Link_C53A,-28
1762542626,682379104,0.018798566074133084,-0.009399283037066542,0.10729830895560377,0.9940046983225046,0.0,-0.01,0.051111111111111114,-1.81,0.42,0.37,-1.65625e-05,1.875e-07,-3.425e-05,,TP-Link_C53A,-28
1762542626,782582215,0.018737641287111806,-0.010558996555929455,0.10485754961321851,0.9942546467982127,-0.017777777777777778,-0.03888888888888889,0.017777777777777778,-1.69,0.61,-0.76,-1.7e-05,6.25e-08,-3.46875e-05,,TP-Link_C53A,-28
1762542626,881720197,0.0185545903849182,-0.009948678397176535,0.10833683530667698,0.9938912823289735,-0.008888888888888889,0.01888888888888889,0.08,1.88,0.03,-0.22,-1.61875e-05,-5.625e-07,-3.3375e-05,,TP-Link_C53A,-28
1762542626,982010956,0.018737965560828213,-0.009582607794951237,0.1087656502586185,0.9938446033451654,0.0022222222222222222,-0.04111111111111111,-0.11555555555555555,-2.61,0.07,-0.37,-1.65625e-05,-5.625e-07,-3.375e-05,,TP-Link_C53A,-28
1762542627,81551493,0.018737671720868068,-0.010925222273730892,0.10595634562679793,0.9941341921482055,-0.04666666666666667,-0.09,-0.06666666666666667,0.94,-0.69,0.37,-1.61875e-05,8.75e-07,-3.21875e-05,,TP-Link_C53A,-28
1762542627,181317641,0.01849361893014208,-0.009887677447798737,0.10943583743150083,0.9937726185497471,-0.0033333333333333335,0.0011111111111111111,0.022222222222222223,2.41,-0.15,0.64,-1.65625e-05,6.25e-08,-3.425e-05,,TP-Link_C53A,-28
1762542627,281137826,0.018493135417616904,-0.009826385485928454,0.1096771100510151,0.9937466365334602,0.008888888888888889,-0.015555555555555555,-0.056666666666666664,-2.39,-0.23,-0.71,-1.7e-05,5e-07,-3.25e-05,,TP-Link_C53A,-28
1762542627,382121456,0.018493886002937738,-0.010254035803609042,0.10815566335711442,0.993909041821248,-0.0011111111111111111,0.027777777777777776,-0.012222222222222223,1.6,-0.36,-0.04,-1.65625e-05,1.25e-06,-3.3e-05,,TP-Link_C53A,-28
1762542627,483331474,0.018798919866402135,-0.009277389024977677,0.1115728101161789,0.9935351220301751,-0.011111111111111112,0.017777777777777778,0.034444444444444444,1.18,-0.45,-1.01,-1.61875e-05,-1.875e-07,-3.3e-05,,TP-Link_C53A,-28
1762542627,581503826,0.018676416862959292,-0.009887514809801979,0.11010541183260969,0.9936952383850988,0.008888888888888889,-0.0011111111111111111,-0.05,-1.79,0.44,-0.23,-1.7e-05,5e-07,-3.3e-05,,TP-Link_C53A,-28
1762542627,681117122,0.018494163146686338,-0.01019315262540138,0.10858454203945543,0.9938628993976688,-0.014444444444444444,0.15222222222222223,-0.023333333333333334,2.1,-0.21,0.24,-1.725e-05,8.75e-07,-3.55625e-05,,TP-Link_C53A,-28
1762542627,782126122,0.018432586253161954,-0.00933836323421781,0.11059551751897173,0.9936506761638298,-0.02666666666666667,0.022222222222222223,0.0811111111111111,-0.41,-0.06,0.86,-1.65625e-05,5e-07,-3.21875e-05,,TP-Link_C53A,-28
1762542627,880947067,0.018860294753294177,-0.010071031178943493,0.10913335604818766,0.9937971494276239,0.014444444444444444,-0.042222222222222223,-0.005555555555555556,-1.81,0.23,-0.04,-1.575e-05,5e-07,-3.3e-05,,TP-Link_C53A,-28
1762542627,982137863,0.01843299582817748,-0.00976582560433244,0.10925517394846918,0.9937948280608799,0.0,0.014444444444444444,0.06,2.24,0.52,-0.39,-1.7e-05,5e-07,-3.375e-05,,TP-Link_C53A,-28
1762542628,82102844,0.0184932635514595,-0.009094047092961932,0.10967786997350733,0.9937535219302428,0.0077777777777777776,0.017777777777777778,-0.1511111111111111,-1.52,-0.02,0.8,-1.61875e-05,6.25e-08,-3.3e-05,,TP-Link_C53A,-28
1762542628,181651085,0.018554886469718337,-0.010192980396193955,0.10760613436221522,0.9939681781557997,-0.03777777777777778,-0.057777777777777775,-0.09,1.29,-1.12,-0.46,-1.7e-05,5e-07,-3.375e-05,,TP-Link_C53A,-28
1762542628,282279326,0.01837185268113976,-0.009460588589955691,0.10766760175923766,0.9939721624995382,-0.0011111111111111111,0.013333333333333334,0.012222222222222223,1.4,0.16,-0.09,-1.65625e-05,-5.625e-07,-3.46875e-05,,TP-Link_C53A,-28
1762542628,382375696,0.018372184362482034,-0.008728313501112726,0.10699813683531895,0.9940511446092438,0.0,-0.01,-0.12444444444444444,-1.31,-0.15,-0.3,-1.575e-05,5e-07,-3.3e-05,,TP-Link_C53A,-28
1762542628,488955233,0.018432312417245255,-0.009277190355699598,0.10626045006100658,0.9941241875897043,0.0,-0.03666666666666667,0.0011111111111111111,0.03,0.41,0.15,-1.575e-05,8.75e-07,-3.3e-05,,TP-Link_C53A,-28
1762542628,590181196,0.018309982889287552,-0.009399124549834277,0.10583170110008205,0.9941710376120165,-0.0044444444444444444,0.0,0.025555555555555557,0.39,-0.06,-0.22,-1.65625e-05,5e-07,-3.375e-05,,TP-Link_C53A,-27
1762542628,691482492,0.018371022187705553,-0.008788794667872425,0.10644206875534382,0.9941103302104587,0.0,0.014444444444444444,-0.008888888888888889,-0.21,0.06,-0.08,-1.65625e-05,8.75e-07,-3.375e-05,,TP-Link_C53A,-28
1762542628,784374881,0.01849323503111571,-0.008361627720339448,0.10638187676315078,0.9941181920356855,0.0,0.0,0.027777777777777776,-0.04,-0.1,-0.07,-1.65625e-05,5e-07,-3.3e-05,,TP-Link_C53A,-28
1762542628,890438047,0.018615988441873413,-0.008606079902636562,0.1065689043262655,0.9940937827960402,-0.0044444444444444444,0.0,0.0,0.49,0.05,-0.08,-1.65625e-05,6.25e-08,-3.3375e-05,,TP-Link_C53A,-28
1762542628,988113714,0.018676628610568617,-0.008666932231048183,0.10674974980354417,0.9940727130076179,0.0033333333333333335,0.01,0.028888888888888888,-0.2,0.12,-0.14,-1.725e-05,5e-07,-3.425e-05,,TP-Link_C53A,-28
1762542629,79341251,0.018798655080560937,-0.0086669124072716,0.10674950563604246,0.9940704392762856,-0.0022222222222222222,0.0,0.014444444444444444,0.15,0.19,-0.08,-1.725e-05,5e-07,-3.3375e-05,,TP-Link_C53A,-28
1762542629,188858121,0.01904265424270031,-0.008972019787426108,0.10674872522590656,0.9940631719578845,0.0,0.0011111111111111111,0.0011111111111111111,-0.09,0.12,-0.1,-1.7e-05,6.25e-08,-3.375e-05,,TP-Link_C53A,-29
1762542629,288236362,0.019164667317811787,-0.009033027907758421,0.10674841763965864,0.9940603076598744,0.0,0.0022222222222222222,0.0,0.03,0.04,-0.13,-1.575e-05,-5.625e-07,-3.375e-05,,TP-Link_C53A,-29
1762542629,379033880,0.019225668130863252,-0.00909404619523373,0.10674823352660263,0.9940585931662533,0.0,0.0022222222222222222,0.0,0.06,0.05,-0.07,-1.7e-05,5e-07,-3.21875e-05,,TP-Link_C53A,-29
1762542629,488111454,0.019347679540311444,-0.009155053410242009,0.10674792276342181,0.9940556992840772,0.0,0.0,0.0,0.04,0.04,-0.12,-1.725e-05,6.25e-08,-3.3375e-05,,TP-Link_C53A,-29
1762542629,587531473,0.019408679393581322,-0.009216071032801193,0.10674773666469727,0.9940539662995566,0.0,0.0011111111111111111,0.0,0.04,0.04,-0.1,-1.7e-05,8.75e-07,-3.3375e-05,,TP-Link_C53A,-29
1762542629,687797825,0.019469689876900988,-0.009216060098470374,0.106747610014733,0.9940527869124965,0.0,0.0,0.0,0.02,0.07,-0.12,-1.65625e-05,8.75e-07,-3.3375e-05,,TP-Link_C53A,-29
1762542629,787882954,0.019591699133830156,-0.009277066256517707,0.10674729528058861,0.9940498560519992,0.0,0.0,0.0,0.0,0.06,-0.11,-1.65625e-05,5e-07,-3.3375e-05,,TP-Link_C53A,-29
1762542629,887185158,0.019652697764081663,-0.009338083099082281,0.10674710679931314,0.9940481008807394,0.0,0.0,0.0,0.04,0.05,-0.12,-1.65625e-05,6.25e-08,-3.425e-05,,TP-Link_C53A,-29
1762542629,987128213,-0.8926831104423596,-0.004209601352987549,0.048121521348857665,0.44808867735134134,0.0,-0.0044444444444444444,0.0011111111111111111,0.02,0.04,-0.1,-1.80625e-05,8.75e-07,-3.375e-05,,TP-Link_C53A,-29
1762542630,86779565,0.019775905113033367,-0.009399658603108454,0.10675326556387457,0.9940444156508069,0.0,0.0,0.0,0.03,0.03,-0.1,-1.65625e-05,1.25e-06,-3.3375e-05,,TP-Link_C53A,-29
1762542630,186359565,0.019775905113033367,-0.009399658603108454,0.10675326556387457,0.9940444156508069,0.0,0.0,0.0,0.04,0.08,-0.11,-1.725e-05,8.75e-07,-3.3375e-05,,TP-Link_C53A,-29
1762542630,286640121,0.019775905113033367,-0.009399658603108454,0.10675326556387457,0.9940444156508069,0.0011111111111111111,0.0011111111111111111,0.0,0.03,0.05,-0.13,-1.65625e-05,5e-07,-3.3375e-05,,TP-Link_C53A,-29
